"asp";"slope";"cur_pl";"cur_pr";"conver";"swi";"prec";"temp";"rad";"ndvi";"dgm";"coord_y";"coord_x";"pawc";"mR";"temp_min";"cloudy";"frost";"veg_p";"cont";"sc";"sc_m";"prec_jja";"drought";"ab_alb"
"1928";1,93637;32,4806;0,0287618;0,0127011;6,15064;1,00015;1063;7,8;1056;0,54386;676,28;260078;115513;89,4274;6,38964;-16,4;117;109;226;19,8;61;14;447;3,7;"1"
"1929";1,34875;18,1307;0,0531537;0,0358936;4,15012;1,26465;1125;8;1135;0,523669;603,22;260113;120813;139,738;3,84989;-16,5;111;110;223;19,7;67;14;461;3,7;"1"
"1930";0,408049;10,3904;0,165424;0,0350541;-6,74985;1,69229;1125;8,1;1167;0,458194;582,89;260118;120598;126,609;6,29161;-16,1;112;107;229;19,9;60;13;445;3,7;"1"
"1931";0,813779;17,1956;0,0273666;-0,0487984;-15,8296;1,36818;1125;8,1;1167;0,449664;584,33;260133;120603;115,222;6,07958;-16,1;112;107;229;19,9;60;13;445;3,7;"1"
"1932";1,34295;25,1781;0,188736;0,0421931;32,5947;0,883182;1169;7,7;903;0,488203;646,99;260113;127243;123,762;5,97218;-16,5;203;109;224;19,9;70;15;463;3,7;"1"
"1933";0,317288;10,8469;-0,258642;-0,0401844;-43,9632;1,85969;1125;8;1135;0,483649;597,24;260133;120808;117,459;6,41498;-16,5;111;110;223;19,7;67;14;461;3,7;"1"
"1934";1,21826;17,1917;-0,0541439;-0,0593977;-5,09113;1,61395;1125;8,1;1167;0,456934;582,65;260068;120578;218,938;4,09182;-16,1;112;107;229;19,9;60;13;445;3,7;"1"
"1935";1,51878;34,1951;0,0173427;-0,00735063;-3,7705;1,03835;1583;5,3;1238;0,692727;1269,07;260048;144098;81,9532;5,57197;-17,9;121;134;178;17,8;118;28;587;3,4;"1"
"1936";0,923306;41,6591;-0,0104484;-0,0102927;0,771522;1,05026;1553;6,1;1245;0,531828;1026,58;260023;148358;110,826;3,89342;-18,7;120;125;195;19,6;116;27;567;3,5;"1"
"1937";1,17393;23,4119;-0,0315048;-0,026751;2,59507;1,25663;1125;8;1135;0,588235;614,13;260043;120803;121,896;5,65103;-16,5;111;110;223;19,7;67;14;461;3,7;"1"
"1938";0,860033;16,9958;-0,0151754;-0,0356301;11,4327;1,4141;1125;8,1;1167;0,550864;590,05;260043;120588;136,366;4,32467;-16,1;112;107;229;19,9;60;13;445;3,7;"1"
"1939";1,17494;4,9665;0,18407;0,00799611;12,1981;1,63935;1435;6;1165;0,559387;999,07;259983;133883;122,111;2,91424;-18,4;116;121;196;18,8;106;24;549;3,4;"1"
"1940";0,663639;15,5657;-0,13576;0,0273348;-41,6538;2,13094;1583;5,4;1238;0,479037;1252,68;260008;144118;89,3537;6,00001;-17,9;121;134;178;17,8;118;28;587;3,4;"1"
"1941";0,262729;36,9053;-0,0361024;-0,0283261;1,13049;1,37703;1290;7;981;0,504762;819,76;260003;116203;96,3436;6,57659;-16,8;104;112;219;19,5;67;17;464;3,7;"1"
"1942";0,463283;30,3257;-0,0315054;0,0190046;-4,54065;1,41739;1290;7;1150;0,479245;844,75;260013;116243;103,911;6,45927;-16,8;104;112;219;19,5;67;17;464;3,7;"1"
"1943";0,299829;41,0409;0,0217601;0,00117417;-2,44399;1,30708;1290;6,7;981;0,434903;899,15;260003;116318;101,19;6,52467;-18,3;112;130;186;18,2;99;25;537;3,5;"1"
"1944";0,453122;28,5614;0,0763862;0,013495;13,0439;0,974139;1063;7,9;1126;0,554286;653,64;259978;115513;92,3968;6,8164;-16,4;117;109;226;19,8;61;14;447;3,7;"1"
"1945";0,666054;21,4964;0,0130076;-0,00164413;0,384873;1,43921;1217;7,9;1127;0,520422;662,16;259998;115408;87,6717;6,92608;-16,4;117;109;226;19,8;61;14;447;3,7;"1"
"1946";0,461114;17,0345;0,0522685;0,0823382;35,187;1,04179;1125;8;1135;0,467095;619,69;260018;120798;105,121;5,93338;-16,5;111;110;223;19,7;67;14;461;3,7;"1"
"1947";0,593935;23,651;0,00418624;0,0196529;5,67058;1,17569;1125;8;1137;0,34947;614,9;259983;120748;145,596;4,29176;-16,3;113;109;225;19,8;65;14;451;3,7;"1"
"1948";0,500038;23,6748;0,00801716;0,0376763;12,8744;1,0368;1125;8;1148;0,456934;606,35;259993;120628;142,021;4,32983;-16,3;113;109;225;19,8;65;14;451;3,7;"1"
"1949";0,0800529;20,1545;0,0145289;-0,0188682;3,00681;1,35339;1583;5,4;1226;0,507599;1243,89;259968;144073;84,4659;5,42144;-17,9;121;134;178;17,8;118;28;587;3,4;"1"
"1950";0,469558;32,6948;0,0423822;0,010795;7,8526;1,08329;1553;6,1;1220;0,526646;1004,03;259973;148273;118,156;3,48057;-18,8;121;123;198;19,9;114;26;557;3,5;"1"
"1951";0,178811;36,3772;-0,0167162;-0,00747771;-2,13022;1,35983;1290;7;981;0,49863;825,86;259933;116218;27,8758;6,87148;-16,8;104;112;219;19,5;67;17;464;3,7;"1"
"1952";0,292499;41,9398;-0,0150954;-0,0112263;4,04275;0,956193;1290;6,7;981;0,523985;893,75;259908;116308;22,7694;6,90266;-18,3;112;130;186;18,2;99;25;537;3,5;"1"
"1953";1,58977;30,0233;0,028713;0,00294043;7,09735;1,2541;1169;7,4;944;0,454039;701,64;259973;127268;124,501;5,8822;-16,5;203;109;224;19,9;70;15;463;3,7;"1"
"1954";0,0821826;17,73;0,394897;0,046693;29,4799;1,14293;1553;6,2;1220;0,481982;983,27;259893;148253;87,4002;3,88137;-18,8;121;123;198;19,9;114;26;557;3,5;"1"
"1955";1,92575;22,0396;0,0275958;-0,0249391;22,9545;1,17947;1398;5,8;1030;0,462141;1071,32;259808;131208;125,01;2,90898;-19;119;131;181;18,8;111;27;581;3,4;"1"
"1956";0,213984;11,3192;-0,0514136;-0,0128318;1,97355;1,59323;1553;6,3;1220;0,531707;960,23;259808;148263;125,994;4,02364;-18,8;121;123;198;19,9;114;26;557;3,5;"1"
"1957";0,673896;37,6657;0,0293431;0,0162614;-2,7692;1,38119;1290;7,2;981;0,609479;804,06;259813;116183;38,8264;6,75704;-16,8;110;112;219;19,5;67;17;464;3,7;"1"
"1958";0,884231;31,4168;0,0356688;0,00943333;0,230149;1,2505;1290;6,6;981;0,507426;912,51;259788;116303;31,9968;6,3549;-18,3;115;130;186;18,2;99;25;537;3,5;"1"
"1959";0,549375;48,1897;0,090563;0,0612236;-0,0304654;1,33659;1290;7,1;981;0,496169;835,33;259778;116198;27,8073;6,93842;-16,8;110;112;219;19,5;67;17;464;3,7;"1"
"1960";0,478802;31,7713;0,0188933;0,010654;2,89043;1,53507;1547;6;1251;0,5666;1033,13;259678;150983;77,7893;3,54047;-18,8;123;127;189;19,5;123;29;588;3,5;"1"
"1961";0,210554;10,6032;0,120599;0,00885491;12,5992;1,51938;1449;6,4;1226;0,38175;932,96;259693;148248;94,4777;3,562;-18,8;120;123;198;19,9;114;26;557;3,5;"1"
"1962";0,631703;37,5578;0,00595101;0,00944218;-0,262324;1,41133;1169;6,6;983;0,42492;947,85;259688;116298;31,9963;6,56178;-18,3;115;130;186;18,2;99;25;537;3,5;"1"
"1963";0,700463;39,6448;-0,026659;-0,00975014;-2,75783;1,54116;1169;7;983;0,320417;850,71;259713;116193;36,9931;6,87016;-16,8;110;112;219;19,5;67;17;464;3,7;"1"
"1964";0,0157693;32,1104;0,0159573;-0,00142075;2,21628;1,29564;1808;4,7;1141;0,496212;1342,9;259703;88202,5;26,1298;6,43972;-18,5;104;145;169;17,1;140;31;663;3,3;"1"
"1965";1,60415;40,6463;0,00602711;0,00527355;1,73723;1,16132;1808;4,8;1141;0,443223;1329,91;259703;88312,5;19,3229;6,685;-18,5;107;153;157;16,5;154;31;680;3,3;"1"
"1966";0,17037;7,71774;0,0469446;0,0127774;-2,28671;1,74699;1466;6,3;1202;0,417323;947,62;259598;146693;127,895;3,97608;-18,7;119;124;195;19,5;113;26;563;3,4;"1"
"1967";0,0628633;11,1202;0,134536;0,0212524;-5,01634;2,00317;1449;6,4;1226;0,553366;905,71;259583;148278;107,495;4,48952;-18,8;120;123;198;19,9;114;26;557;3,5;"1"
"1968";0,548106;51,7272;0,0318128;-0,0225127;3,00835;1,52003;1169;7,4;970;0,665272;733,61;259598;115963;28,7438;7,24419;-16,8;103;112;219;19,5;67;17;464;3,7;"1"
"1969";0,140746;34,5428;0,012245;0,00154334;1,6863;1,46322;1718;6,1;1220;0,594561;1009,1;259593;86532,5;30,2625;7,34534;-18,5;103;137;182;17,5;138;31;637;3,3;"1"
"1970";0,00406975;28,9463;-0,0163313;-0,0111786;0,615175;1,44603;1808;5;1141;0,531091;1295,34;259593;88207,5;26,3739;6,53018;-18,5;104;145;169;17,1;140;31;663;3,3;"1"
"1971";1,06241;36,997;0,0348885;0,00971677;4,82916;1,29576;1808;4,9;1141;0,567804;1307,22;259633;88302,5;22,201;6,73301;-18,5;107;153;157;16,5;154;31;680;3,3;"1"
"1972";1,92635;37,7539;0,0186251;-0,0145289;5,58989;0,87602;1374;6,8;1111;0,445783;791,86;259528;154688;100,956;4,51118;-18,9;117;120;209;20,7;91;20;532;3,5;"1"
"1973";1,08289;37,6678;-0,0238079;-0,00353432;-1,84958;1,02941;1374;6,8;1111;0,473684;788,41;259553;154688;126,618;4,78587;-18,9;117;120;209;20,7;91;20;532;3,5;"1"
"1974";1,63495;38,6263;-0,0181465;0,00354126;1,55683;1,35951;1691;5,3;1063;0,477798;1210,75;259573;83797,5;20,0876;6,42564;-18,7;188;144;173;17,2;139;31;645;3,4;"1"
"1975";0,0140957;29,7066;-0,035195;-0,0213604;0,274168;1,47179;1533;5,9;1234;0,42355;1115,48;259423;139238;100,486;3,82192;-17,9;118;129;186;18,3;112;26;585;3,4;"1"
"1976";0,0223641;25,1288;0,0255762;-0,0024054;0,742928;1,77086;1533;5,7;1234;0,48289;1151,02;259478;139283;114,347;3,73349;-17,9;118;129;186;18,3;112;26;585;3,4;"1"
"1977";0,566237;6,60263;-0,114261;-0,00271513;-0,189881;1,76341;1466;6,4;1212;0,566879;934,42;259468;146808;127,397;3,97347;-18,9;121;121;202;20,1;113;26;549;3,5;"1"
"1978";0,0801482;8,76183;-0,000106002;-0,0034716;-13,4285;1,98454;1466;6,4;1212;0,450867;932,99;259478;146758;130,329;4,20557;-18,8;120;121;202;20;111;25;546;3,5;"1"
"1979";0,108604;8,03702;0,0829049;0,0105427;15,1681;1,5434;1466;6,4;1212;0,463035;931,41;259458;146723;127,376;3,73237;-18,8;120;121;202;20;111;25;546;3,5;"1"
"1980";1,73111;33,6594;0,0158248;-0,000972819;-0,0975154;1,23937;1691;5;860;0,506211;1272,71;259483;83832,5;32,5271;6,00773;-18,7;188;144;173;17,2;139;31;645;3,4;"1"
"1981";0,0116888;34,4691;-0,00485786;-0,00391273;2,94101;1,4243;1808;5,5;1153;0,556039;1149,76;259493;87917,5;22,253;6,99439;-18,6;99;136;183;17,8;137;31;646;3,3;"1"
"1982";0,00472212;35,2435;0,00828602;-0,00482143;7,8065;1,40758;1533;5,9;1234;0,409978;1101,12;259388;139238;101,286;3,90536;-17,9;118;129;186;18,3;112;26;585;3,4;"1"
"1983";1,93439;12,7498;0,0895928;0,011368;-0,489059;1,71291;1281;7,2;1091;0,343013;721,66;259413;136113;122,036;3,61986;-17,4;115;112;216;19,8;80;17;504;3,5;"1"
"1984";1,74218;35,6377;0,0509327;0,00735154;3,21566;1,0729;1691;4,8;860;0,519328;1331,35;259398;83802,5;33,5898;5,8952;-18,7;188;144;173;17,2;139;31;645;3,4;"1"
"1985";1,42477;40,3582;0,0275088;0,00552891;2,85626;1,19341;1691;4,8;860;0,540094;1323,71;259398;83712,5;31,6233;6,03313;-19;169;141;177;17,5;140;31;642;3,4;"1"
"1986";1,99955;16,975;0,0722576;0,00614954;0,683288;1,75625;1449;6,1;1087;0,537313;982,2;259313;134853;147,402;3,24856;-18,2;117;119;201;19,2;102;23;545;3,5;"1"
"1987";1,98485;31,7088;-0,0386562;-0,0211338;-0,76144;1,50312;1370;6,3;1090;0,522124;916,71;259193;132173;104,58;5,82427;-18,3;114;121;197;18,9;102;23;536;3,5;"1"
"1988";1,50258;36,1897;-0,0228;-0,00210259;-0,669618;1,28188;1717;4,3;939;0,430393;1461,48;259198;83597,5;25,0541;5,78443;-19;194;141;177;17,5;140;31;642;3,4;"1"
"1989";1,52803;7,40088;-0,171834;-0,0111846;8,35927;1,71848;1497;5,8;1153;0,429565;1053,1;259098;134608;126,087;3,72257;-18,6;118;124;189;18,5;107;25;577;3,4;"1"
"1990";1,94905;37,4225;-0,016839;-0,00175882;1,35605;1,23992;1717;4,1;980;0,605563;1518,39;259123;83742,5;24,2792;5,76131;-18,8;107;152;162;16,6;158;31;656;3,4;"1"
"1991";0,199924;27,6786;-0,0206409;0,00235314;-2,87576;1,52044;1717;4,2;939;0,500603;1484,21;259098;83607,5;25,2084;6,09364;-18,8;107;152;162;16,6;158;31;656;3,4;"1"
"1992";0,515593;25,8903;-0,0545041;0,00418487;-4,66193;1,4181;1717;4,3;939;0,520104;1476,43;259153;83592,5;27,1094;5,78574;-19;194;141;177;17,5;140;31;642;3,4;"1"
"1993";1,55231;7,80045;-0,0108167;-0,00549908;-1,17209;1,88287;1497;5,9;1110;0,545087;1037,14;259103;134698;232,151;3,34173;-18,6;118;124;189;18,5;107;25;577;3,4;"1"
"1994";0,125814;29,4663;0,0506276;0,0110199;4,51464;1,53407;1561;5,2;1234;0,456335;1231,31;259088;130803;125,747;3,01089;-19,2;121;134;175;18,8;117;28;599;3,3;"1"
"1995";0,383939;16,1933;-0,0788248;0,00478142;-3,19991;1,65224;1561;5,2;1234;0,36664;1230,05;259088;130868;143,592;3,35297;-19,2;121;134;175;18,8;117;28;599;3,3;"1"
"1996";0,288668;26,5885;0,0242933;0,00368503;1,34402;1,60332;1561;5,1;1234;0,58209;1219,24;259053;130913;125,118;3,03582;-19,2;118;134;175;18,8;117;28;599;3,3;"1"
"1997";1,64617;12,1058;0,0451118;-0,00316894;2,74904;1,50439;1497;5,9;1110;0,382051;1040,94;259093;134673;127,798;3,59837;-18,6;118;124;189;18,5;107;25;577;3,4;"1"
"1998";1,99956;13,3706;-0,0258161;-0,00515871;-5,98181;1,70512;1230;8;1085;0,485623;633,03;259053;115378;74,9937;6,64324;-15,9;107;105;233;20,1;52;13;434;3,8;"1"
"1999";1,86821;33,5588;-0,0323058;-0,00858404;-2,93156;1,51492;1635;5,9;899;0,627907;1032,77;259053;86712,5;56,217;6,50866;-18,6;186;136;182;17,7;140;31;638;3,3;"1"
"2000";1,91903;31,4531;-0,00977702;-0,0101097;-0,861764;1,58381;1635;5,9;899;0,618138;1050,26;259018;86737,5;57,6548;6,52016;-18,6;186;136;182;17,7;140;31;638;3,3;"1"
"2001";1,98362;6,15457;-0,272695;-0,0110116;-30,594;2,02121;1497;5,9;1182;0,555556;1028,04;258948;134808;126,788;3,78539;-18,4;119;121;195;18,9;107;24;564;3,4;"1"
"2002";0,319428;37,9643;-0,0539537;0,0140825;-2,95546;1,57027;1561;5,3;1255;0,459547;1187,05;259003;130913;103,253;3,45783;-19,2;118;134;175;18,8;117;28;599;3,3;"1"
"2003";0,290242;28,0579;0,0899721;-0,00643281;15,2974;1,28774;1561;5,2;1234;0,552511;1191,27;259008;130798;103,512;2,95625;-19,2;118;134;175;18,8;117;28;599;3,3;"1"
"2004";0,724334;5,27481;0,0105888;-0,00214039;10,6956;1,82901;1497;5,9;1191;0,574007;1044,2;259003;134613;127,384;3,97928;-18,6;119;124;189;18,5;107;25;577;3,4;"1"
"2005";1,99952;3,92573;0,201943;0,0151495;9,34405;1,94921;1497;5,9;1182;0,553931;1038,13;258998;134713;117,261;3,17667;-18,6;119;124;189;18,5;107;25;577;3,4;"1"
"2006";1,87318;27,8701;-0,443804;-0,01824;-42,9917;2,191;1274;7,7;1080;0,442675;609,9;258943;136758;168,412;5,07688;-17,4;114;112;216;19,8;79;16;502;3,5;"1"
"2007";1,45792;36,8868;0,0109693;-0,00865917;4,67082;1,2309;1095;8,3;1179;0,25575;592,18;259013;118488;119,831;6,18995;-16,1;120;108;228;19,9;62;13;442;3,8;"1"
"2008";0,435329;7,41992;0,0100818;0,00289619;-4,04444;1,68258;1327;6,1;1198;0,514599;1039,42;258993;126168;46,6011;5,67894;-17,9;114;124;192;18,4;96;23;527;3,5;"1"
"2009";1,9296;37,9834;-0,07011;-0,0145312;1,76364;1,11854;1895;4,8;1219;0,660562;1313,36;258988;98757,5;25,3869;6,34914;-18,7;108;155;152;16,5;153;31;675;3,4;"1"
"2010";1,94374;31,8924;-0,0723013;-0,00909617;-9,28465;1,6414;1635;5,8;874;0,619289;1060,8;258973;86797,5;57,839;6,57537;-18,4;176;129;193;18,3;126;30;629;3,3;"1"
"2011";1,97985;19,5842;0,158891;0,0364318;23,5316;1,42438;1274;7,7;1080;0,258667;624,16;258913;136773;153,403;4,22706;-17,4;114;112;216;19,8;79;16;502;3,5;"1"
"2012";1,9132;28,6982;0,0489669;0,00462876;12,5789;1,21323;1274;7,6;1080;0,446254;645,31;258898;136728;154,257;4,37602;-17,4;114;112;216;19,8;79;16;502;3,5;"1"
"2013";1,59941;21,2408;0,032251;0,0192144;6,02662;1,41555;1325;6,7;1139;0,578454;838,78;258858;152003;125,872;3,17541;-18,9;120;121;204;20,3;107;24;537;3,5;"1"
"2014";1,71075;44,0392;0,0762718;0,0178718;13,1264;1,54256;1339;6,4;989;0,633157;897,75;258893;153598;73,0599;3,30043;-18,9;160;124;197;20;110;25;564;3,4;"1"
"2015";1,99724;32,9324;0,0837026;0,0180083;7,82146;1,48659;1635;5,8;874;0,566459;1098,87;258908;86807,5;35,5405;6,5221;-18,4;176;129;193;18,3;126;30;629;3,3;"1"
"2016";0,086866;27,3341;-0,0167287;-0,0109774;-2,43297;1,66222;1538;5,9;1204;0,461741;1120,76;258798;139998;101,556;3,93691;-17,9;115;131;181;18,1;113;27;587;3,4;"1"
"2017";1,39019;20,6989;0,0181414;-0,0151099;7,89194;1,37837;1325;6,6;1139;0,391045;849,73;258828;152018;122,8;3,11406;-18,9;120;121;204;20,3;107;24;537;3,5;"1"
"2018";1,43377;24,4177;-0,0080141;0,00485482;2,82159;1,40423;1325;6,5;1139;0,721854;869,24;258783;152028;131,276;3,08347;-18,9;120;121;204;20,3;107;24;537;3,5;"1"
"2019";1,91314;36,2681;0,0378088;0,0061428;5,37949;1,4462;1635;5,5;874;0,581602;1161,81;258798;86857,5;36,5449;6,27739;-18,4;179;129;193;18,3;126;30;629;3,3;"1"
"2020";1,86712;37,1907;-0,0362844;-0,0172392;-0,106591;1,44691;1635;5,3;874;0,628264;1195,21;258778;86792,5;33,8873;6,20831;-18,4;179;129;193;18,3;126;30;629;3,3;"1"
"2021";1,81207;34,6083;0,0571606;-0,0104961;9,85801;1,35181;1635;5,2;852;0,627184;1236,64;258798;86602,5;26,067;6,05536;-18,6;177;136;182;17,7;140;31;638;3,3;"1"
"2022";0,969864;22,3262;-0,0322077;-0,00390228;2,2582;1,45064;1551;6,1;1209;0,576531;1012,68;258743;142398;41,856;6,1947;-18,1;115;127;190;18,6;109;25;565;3,4;"1"
"2023";0,307015;24,4698;0,063638;0,00761185;1,02678;1,50935;1528;5,5;1119;0,422908;1212,96;258718;140148;91,1178;3,27726;-17,9;117;131;181;18,1;113;27;587;3,4;"1"
"2024";1,07423;12,3582;-0,000351655;0,0106619;0,594185;1,47294;1388;6,5;1078;0,487705;891,83;258703;152028;126,851;2,95301;-18,9;130;121;204;20,3;107;24;537;3,5;"1"
"2025";1,85808;38,6366;-0,0217623;0,000246035;1,45912;1,59613;1241;7,8;1104;0,0770359;674,66;258708;115238;9,59809;7,22341;-17,1;109;116;212;19,3;80;18;483;3,7;"1"
"2026";0,520777;38,8564;-0,0519398;0,0136845;-5,81212;1,66543;1528;5,7;1119;0,523466;1163,63;258668;140063;92,4796;3,70875;-17,9;117;131;181;18,1;113;27;587;3,4;"1"
"2027";0,119751;22,3569;0,012467;0,0261817;-0,717733;1,65882;1528;5,9;1119;0,55618;1112,2;258688;139983;107,683;3,64276;-17,9;115;131;181;18,1;113;27;587;3,4;"1"
"2028";0,524148;13,4949;0,0729476;0,0432075;-9,62584;1,60935;1388;6,5;1078;0,512195;891,22;258693;152018;124,506;3,25149;-18,9;120;121;204;20,3;107;24;537;3,5;"1"
"2029";1,44396;16,9618;-0,0657972;0,0118968;-11,5023;1,6894;1388;6,5;1078;0,409524;881,85;258673;151958;131,822;4,58859;-18,9;120;121;204;20,3;107;24;537;3,5;"1"
"2030";0,505346;21,069;0,0643262;-0,00280338;-2,77324;1,78139;1082;8,2;1162;0,495822;594,91;258618;117338;129,411;6,35532;-16;112;107;229;20;59;13;437;3,8;"1"
"2031";1,42245;28,1371;-0,08392;-0,0274634;11,0629;1,08059;1661;6,2;1100;0,58296;993,01;258618;88252,5;27,4734;6,6018;-18,5;133;123;201;18,6;121;28;625;3,3;"1"
"2032";0,39051;12,3998;0,0844897;0,0399177;18,6146;1,37593;1879;4;1070;0,46748;1527,19;258603;91967,5;25,6934;5,79802;-18,9;106;156;152;16,5;163;31;678;3,4;"1"
"2033";0,198043;32,1747;-0,0261954;0,00380112;-1,33802;1,21834;1840;4,2;1071;0,482982;1479,42;258538;91897,5;28,077;6,32296;-18,9;106;156;152;16,5;163;31;678;3,4;"1"
"2034";1,56786;17,4538;-0,156756;-0,00479804;-15,3469;1,72009;1661;6;1100;0,512987;993,6;258598;88292,5;32,9593;6,61521;-18,5;108;124;201;18,6;121;28;628;3,3;"1"
"2035";1,62944;16,1633;-0,061988;0,00697569;-16,3765;1,91919;1661;6,2;1100;0,564202;990,22;258603;88222,5;34,0433;6,84634;-18,5;133;123;201;18,6;121;28;625;3,3;"1"
"2036";1,26862;29,2214;0,00367652;-0,0133651;7,18229;1,3984;1467;6,5;1225;0,443946;895,78;258508;142783;120,249;3,62077;-18,4;118;118;207;19,9;100;22;526;3,5;"1"
"2037";0,878817;18,5477;-0,0420946;-0,000844902;-1,70081;1,66055;1583;5,3;1227;0,443645;1278,59;258488;141313;115,518;3,83934;-17,9;119;132;181;18,1;118;28;582;3,4;"1"
"2038";0,572754;27,4606;-0,0458893;0,0491517;-13,891;1,81927;1284;6,1;878;0,497194;1046,92;258518;126028;121,802;5,94591;-17,9;181;119;201;18,8;90;21;510;3,5;"1"
"2039";1,52275;37,8991;0,0515676;0,013673;6,96591;1,10559;1880;4,9;838;0,553001;1270,23;258493;97692,5;24,7326;6,34631;-18,8;121;146;165;17,1;140;31;693;3,3;"1"
"2040";1,56468;11,5018;-0,0468053;0,00707409;-6,08415;1,67652;1677;4,9;1026;0,479125;1353,68;258503;82587,5;33,2672;5,71247;-18,7;153;147;170;16,9;140;31;643;3,4;"1"
"2041";0,280248;40,2107;-0,00815399;0,00395084;-1,32118;1,36918;1840;4,4;1122;0,454251;1446,36;258488;91902,5;76,3339;6,3363;-18,8;109;143;171;17,4;140;31;659;3,4;"1"
"2042";0,0229007;16,1251;-0,0885858;-0,0199628;-0,62557;1,5364;1840;4,6;1036;0,43299;1398,6;258493;91607,5;67,3283;5,8994;-18,7;106;142;173;17,5;142;31;660;3,4;"1"
"2043";0,223269;39,3755;0,134854;0,006737;8,68378;1,19033;1806;5;1189;0,572016;1292,19;258523;91392,5;23,0911;6,64507;-18,8;98;147;165;17,1;145;31;667;3,4;"1"
"2044";1,08982;39,9792;0,00567289;0,00714188;-1,83377;1,14828;1806;5,3;1189;0,474667;1227,66;258508;91297,5;20,5702;6,66054;-18,8;98;147;165;17,1;145;31;667;3,4;"1"
"2045";1,61786;39,6639;-0,0171147;0,00233527;-3,62529;1,0148;1806;5,4;1226;0,508929;1191,38;258493;91082,5;69,1793;6,54485;-18,7;105;132;188;18,3;128;31;645;3,4;"1"
"2046";0,0116729;32,9226;0,0280433;0,00952857;2,05789;1,23858;1806;5,5;1226;0,530516;1173,15;258483;91012,5;74,291;6,61574;-18,7;107;132;188;18,3;128;31;645;3,4;"1"
"2047";1,61899;23,7401;-0,0704102;-0,012889;-13,1771;1,61368;1661;5,9;1036;0,505065;1027,63;258498;88302,5;35,403;6,48924;-18,6;141;131;190;18,1;128;30;635;3,3;"1"
"2048";1,99591;31,0815;-0,001884;0,00824607;-2,88326;1,47085;1661;5,9;1036;0,52795;1034,19;258483;88192,5;36,6792;6,53388;-18,6;111;131;190;18,1;128;30;634;3,3;"1"
"2049";1,99928;32,3034;0,199664;0,0103417;29,1021;0,747388;1375;5,2;928;0,5;1237,99;258443;128673;94,4543;2,53373;-18,6;172;128;185;18,4;106;25;544;3,4;"1"
"2050";0,000442743;33,637;-0,00582614;-0,015676;0,594068;1,73233;1528;6,1;1183;0,494585;1072,79;258398;139943;72,6897;3,81627;-17,9;117;130;184;18,2;115;27;585;3,4;"1"
"2051";0,0232382;29,8591;-0,0422134;-0,00480159;-0,105812;1,79024;1441;6,1;1117;0,480412;1064,01;258408;139898;77,8838;3,69642;-17,9;117;130;184;18,2;115;27;585;3,4;"1"
"2052";1,6457;4,28994;-0,585202;-0,0056336;-3,97195;1,8463;1867;5,3;884;0,497053;1194,01;258418;98077,5;46,5395;6,41856;-18,9;107;143;168;17,5;134;31;692;3,3;"1"
"2053";1,70843;33,7726;0,012955;0,0233637;3,3927;1,19825;1880;4,6;856;0,72807;1361,46;258398;97612,5;30,6751;5,94561;-18,8;121;146;165;17,1;140;31;693;3,3;"1"
"2054";0,0768167;34,5655;0,050489;0,0296706;2,76713;1,33336;1840;4,5;1122;0,544066;1416,43;258443;91817,5;68,823;6,26494;-18,8;109;143;171;17,4;140;31;659;3,4;"1"
"2055";0,00210357;30,7317;-0,0058094;0,00143966;-2,27071;1,56614;1806;5,2;1227;0,337266;1232,89;258398;91307,5;80,8091;6,4865;-18,7;103;142;173;17,5;142;31;660;3,4;"1"
"2056";1,31855;36,0988;0,0951229;0,0230926;5,81292;1,06477;1806;5,5;1227;0,48249;1178,61;258398;91197,5;22,9286;6,55514;-18,7;105;132;188;18,3;128;31;645;3,4;"1"
"2057";0,0252895;21,2665;-0,0670248;-0,00484774;-10,6847;1,65463;1806;5,6;1226;0,641834;1138,68;258428;90972,5;76,279;6,72017;-18,7;107;132;188;18,3;128;31;645;3,4;"1"
"2058";0,00375092;18,5215;0,0056122;0,00233296;2,06177;1,56756;1803;5,7;1199;0,544532;1113,78;258398;90902,5;74,7663;6,57207;-18,7;107;132;188;18,3;128;31;645;3,4;"1"
"2059";0,00166607;16,7157;0,000330073;0,013453;-11,024;1,60867;1803;5,9;1183;0,223853;1067,97;258398;90607,5;62,7108;6,6327;-18,7;105;129;193;18,5;124;29;638;3,4;"1"
"2060";0,113811;32,5352;0,0931059;0,0117397;8,50307;1,20125;1441;6,2;1117;0,410526;1021,14;258333;139878;71,0989;3,30202;-17,9;117;130;184;18,2;115;27;585;3,4;"1"
"2061";0,0274098;32,3141;-0,0037892;0,00858065;-3,64388;1,74224;1441;6,1;1117;0,495396;1018,77;258303;139903;76,3497;3,76848;-17,9;117;130;184;18,2;115;27;585;3,4;"1"
"2062";0,0305261;30,7135;-0,0112267;0,0113477;-5,46396;1,62652;1528;6,1;1183;0,414737;1051,61;258298;140003;74,4267;3,69162;-17,9;117;130;184;18,2;115;27;585;3,4;"1"
"2063";0,531691;39,1143;0,0134252;-0,0148819;0,144336;1,35206;1395;6,7;1195;0,429648;859,3;258363;139168;95,2806;5,33261;-17,9;118;119;204;19,4;102;23;543;3,4;"1"
"2064";0,00502425;12,9284;-0,0376193;0,0266546;41,6355;1,55704;1467;6,7;1193;0,374536;867,99;258338;142748;118,55;3,50739;-18,2;116;121;201;19,4;105;24;540;3,4;"1"
